numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;1.35%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;2;2.70%
3;RAJOELINA Andry Nirina;TGV;45;60.81%
4;RATSIRAKA Iarovana Roland;MTS;2;2.70%
5;RAVALOMANANA Marc;TIM;13;17.57%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;1.35%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;1.35%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;2.70%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;7;9.46%
