numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;0.98%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.49%
3;RAJOELINA Andry Nirina;TGV;158;77.45%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;17;8.33%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;0.98%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.49%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.49%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.49%
11;RADERANIRINA Sendrison Daniela;Fy-M;6;2.94%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.49%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;14;6.86%
