numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;0.34%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.34%
3;RAJOELINA Andry Nirina;TGV;235;79.66%
4;RATSIRAKA Iarovana Roland;MTS;2;0.68%
5;RAVALOMANANA Marc;TIM;31;10.51%
6;PARAINA Auguste Richard;TT;2;0.68%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;3;1.02%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.34%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.34%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;18;6.10%
