numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;5;1.43%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;0.86%
3; RAJOELINA Andry Nirina;TGV;256;73.14%
4; RATSIRAKA Iarovana Roland;MTS;1;0.29%
5; RAVALOMANANA Marc;TIM;22;6.29%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.29%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;0.57%
11; RADERANIRINA Sendrison Daniela;Fy-M;4;1.14%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.29%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;55;15.71%
