numero;nom;partie;nombre;pourcentage
Blancs: 8 soit: 4.49% Nuls:10 soit: 5.62%;1; RAZAFINJOELINA Tahina;FTT
1 0.63%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3; RAJOELINA Andry Nirina;TGV
107 66.88%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
24 15%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.63%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 1.88%;11; RADERANIRINA Sendrison Daniela;Fy-M
2 1.25%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
1 0.63%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
21 13.13%;
