numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;0.94%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;4;3.77%
3;RAJOELINA Andry Nirina;TGV;23;21.70%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;59;55.66%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;4;3.77%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.89%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.94%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;3.77%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.94%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.94%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;6;5.66%
