numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;3;1.44%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;6;2.88%
3;RAJOELINA Andry Nirina;TGV;142;68.27%
4;RATSIRAKA Iarovana Roland;MTS;3;1.44%
5;RAVALOMANANA Marc;TIM;17;8.17%
6;PARAINA Auguste Richard;TT;2;0.96%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.48%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;6;2.88%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;3;1.44%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;5;2.40%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;20;9.62%
