numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;0.86%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3;RAJOELINA Andry Nirina;TGV;187;80.26%
4;RATSIRAKA Iarovana Roland;MTS;1;0.43%
5;RAVALOMANANA Marc;TIM;16;6.87%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.43%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.43%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.43%
11;RADERANIRINA Sendrison Daniela;Fy-M;4;1.72%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;20;8.58%
