numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;9;2.59%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;18;5.17%
3; RAJOELINA Andry Nirina;TGV;251;72.13%
4; RATSIRAKA Iarovana Roland;MTS;5;1.44%
5; RAVALOMANANA Marc;TIM;32;9.20%
6; PARAINA Auguste Richard;TT;2;0.57%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.57%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;3;0.86%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;11;3.16%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.29%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;14;4.02%
