numero;nom;partie;nombre;pourcentage
Blancs: 6 soit: 3.19% Nuls:4 soit: 2.13%;1;RAZAFINJOELINA Tahina;FTT
3 1.69%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
2 1.12%;3;RAJOELINA Andry Nirina;TGV
135 75.84%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
16 8.99%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
3 1.69%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.56%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 1.69%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 0.56%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
14 7.87%;
