numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.98%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;2.94%
3; RAJOELINA Andry Nirina;TGV;46;45.10%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;32;31.37%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.96%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.96%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1.96%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.98%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;13;12.75%
