numero;nom;partie;nombre;pourcentage
Blancs: 4 soit: 1.69% Nuls:13 soit: 5.51%;1;RAZAFINJOELINA Tahina;FTT
3 1.37%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.46%;3;RAJOELINA Andry Nirina;TGV
155 70.78%;4;RATSIRAKA Iarovana Roland;MTS
1 0.46%;5;RAVALOMANANA Marc;TIM
29 13.24%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.46%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
4 1.83%;11;RADERANIRINA Sendrison Daniela;Fy-M
4 1.83%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
21 9.59%;
