numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;3;1.55%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;4;2.06%
3; RAJOELINA Andry Nirina;TGV;142;73.20%
4; RATSIRAKA Iarovana Roland;MTS;3;1.55%
5; RAVALOMANANA Marc;TIM;19;9.79%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.03%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;2.06%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.52%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;16;8.25%
