numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;4;1.35%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3;RAJOELINA Andry Nirina;TGV;224;75.42%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;26;8.75%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;10;3.37%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.67%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.67%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.34%
11;RADERANIRINA Sendrison Daniela;Fy-M;6;2.02%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;22;7.41%
