numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;2.06%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3;RAJOELINA Andry Nirina;TGV;18;18.56%
4;RATSIRAKA Iarovana Roland;MTS;3;3.09%
5;RAVALOMANANA Marc;TIM;41;42.27%
6;PARAINA Auguste Richard;TT;1;1.03%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;2.06%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;2.06%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;3.09%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;1.03%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;24;24.74%
