numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.57%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;4;2.29%
3; RAJOELINA Andry Nirina;TGV;136;77.71%
4; RATSIRAKA Iarovana Roland;MTS;3;1.71%
5; RAVALOMANANA Marc;TIM;12;6.86%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.57%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.57%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;2.29%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;13;7.43%
