numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;1.03%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;4;4.12%
3;RAJOELINA Andry Nirina;TGV;21;21.65%
4;RATSIRAKA Iarovana Roland;MTS;4;4.12%
5;RAVALOMANANA Marc;TIM;52;53.61%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;1.03%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;1.03%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;2.06%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;5;5.15%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;1.03%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;5;5.15%
