numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.56%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.56%
3; RAJOELINA Andry Nirina;TGV;102;56.67%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;33;18.33%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.56%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.11%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.11%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;8;4.44%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.56%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;29;16.11%
