numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;4;1.90%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.47%
3; RAJOELINA Andry Nirina;TGV;118;55.92%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;27;12.80%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;6;2.84%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.95%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;5;2.37%
11; RADERANIRINA Sendrison Daniela;Fy-M;3;1.42%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;45;21.33%
