numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;3;2.21%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.74%
3;RAJOELINA Andry Nirina;TGV;101;74.26%
4;RATSIRAKA Iarovana Roland;MTS;1;0.74%
5;RAVALOMANANA Marc;TIM;9;6.62%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.47%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.47%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.74%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.74%
11;RADERANIRINA Sendrison Daniela;Fy-M;4;2.94%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;1.47%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;9;6.62%
