numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;1.01%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.52%
3; RAJOELINA Andry Nirina;TGV;135;68.18%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;21;10.61%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.51%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.51%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.51%
11; RADERANIRINA Sendrison Daniela;Fy-M;4;2.02%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.51%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;29;14.65%
