numero;nom;partie;nombre;pourcentage
Blancs: 5 soit: 2.73% Nuls:3 soit: 1.64%;1;RAZAFINJOELINA Tahina;FTT
10 5.71%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
117 66.86%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
20 11.43%;6;PARAINA Auguste Richard;TT
1 0.57%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 0.57%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.57%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.57%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
1 0.57%;11;RADERANIRINA Sendrison Daniela;Fy-M
5 2.86%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
18 10.29%;
