numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;7;3.91%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;8;4.47%
3;RAJOELINA Andry Nirina;TGV;83;46.37%
4;RATSIRAKA Iarovana Roland;MTS;3;1.68%
5;RAVALOMANANA Marc;TIM;20;11.17%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.12%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.56%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;1.68%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;52;29.05%
