numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;4;1.21%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.30%
3; RAJOELINA Andry Nirina;TGV;264;79.76%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;21;6.34%
6; PARAINA Auguste Richard;TT;1;0.30%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;7;2.11%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.30%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.30%
11; RADERANIRINA Sendrison Daniela;Fy-M;11;3.32%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;20;6.04%
