numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;0.96%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;7;3.35%
3; RAJOELINA Andry Nirina;TGV;111;53.11%
4; RATSIRAKA Iarovana Roland;MTS;3;1.44%
5; RAVALOMANANA Marc;TIM;46;22.01%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;4;1.91%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;3;1.44%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;6;2.87%
11; RADERANIRINA Sendrison Daniela;Fy-M;3;1.44%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;24;11.48%
