numero;nom;partie;nombre;pourcentage
Blancs: 15 soit: 4.93% Nuls:19 soit: 6.25%;1;RAZAFINJOELINA Tahina;FTT
4 1.48%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
3 1.11%;3;RAJOELINA Andry Nirina;TGV
195 72.22%;4;RATSIRAKA Iarovana Roland;MTS
1 0.37%;5;RAVALOMANANA Marc;TIM
28 10.37%;6;PARAINA Auguste Richard;TT
1 0.37%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 0.74%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
2 0.74%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 0.74%;11;RADERANIRINA Sendrison Daniela;Fy-M
4 1.48%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
28 10.37%;
