numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;7;2.34%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;2;0.67%
3;RAJOELINA Andry Nirina;TGV;229;76.59%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;17;5.69%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.33%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.67%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.67%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;1.34%
11;RADERANIRINA Sendrison Daniela;Fy-M;4;1.34%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;31;10.37%
