numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;6;1.66%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;5;1.39%
3; RAJOELINA Andry Nirina;TGV;271;75.07%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;9;2.49%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.28%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;0.83%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;3;0.83%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;7;1.94%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;0.55%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;54;14.96%
