numero;nom;partie;nombre;pourcentage
Blancs: 1 soit: 0.78% Nuls:6 soit: 4.65%;1;RAZAFINJOELINA Tahina;FTT
0 0%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
2 1.64%;3;RAJOELINA Andry Nirina;TGV
61 50%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
35 28.69%;6;PARAINA Auguste Richard;TT
2 1.64%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
4 3.28%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 2.46%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 0.82%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
14 11.48%;
