numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;1.94%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.97%
3; RAJOELINA Andry Nirina;TGV;15;14.56%
4; RATSIRAKA Iarovana Roland;MTS;2;1.94%
5; RAVALOMANANA Marc;TIM;32;31.07%
6; PARAINA Auguste Richard;TT;2;1.94%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.97%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.97%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.94%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;7;6.80%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.97%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;37;35.92%
