numero;nom;partie;nombre;pourcentage
Blancs: 1 soit: 1.79% Nuls:1 soit: 1.79%;1;RAZAFINJOELINA Tahina;FTT
1 1.85%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
3 5.56%;3;RAJOELINA Andry Nirina;TGV
30 55.56%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
13 24.07%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 1.85%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 3.70%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 1.85%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
3 5.56%;
