numero;nom;partie;nombre;pourcentage
Blancs: 10 soit: 4.57% Nuls:12 soit: 5.48%;1; RAZAFINJOELINA Tahina;FTT
1 0.51%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.51%;3; RAJOELINA Andry Nirina;TGV
153 77.66%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
27 13.71%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 1.02%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
2 1.02%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
2 1.02%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 1.02%;11; RADERANIRINA Sendrison Daniela;Fy-M
1 0.51%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
6 3.05%;
