numero;nom;partie;nombre;pourcentage
Blancs: 12 soit: 3.19% Nuls:7 soit: 1.86%;1;RAZAFINJOELINA Tahina;FTT
2 0.56%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
3 0.84%;3;RAJOELINA Andry Nirina;TGV
255 71.43%;4;RATSIRAKA Iarovana Roland;MTS
3 0.84%;5;RAVALOMANANA Marc;TIM
45 12.61%;6;PARAINA Auguste Richard;TT
2 0.56%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
4 1.12%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
2 0.56%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
4 1.12%;11;RADERANIRINA Sendrison Daniela;Fy-M
3 0.84%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
34 9.52%;
