numero;nom;partie;nombre;pourcentage
Blancs: 10 soit: 6.02% Nuls:0 soit: 0%;1; RAZAFINJOELINA Tahina;FTT
3 1.92%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.64%;3; RAJOELINA Andry Nirina;TGV
92 58.97%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
30 19.23%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 0.64%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.64%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
4 2.56%;11; RADERANIRINA Sendrison Daniela;Fy-M
1 0.64%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
23 14.74%;
