numero;nom;partie;nombre;pourcentage
Blancs: 4 soit: 1.23% Nuls:14 soit: 4.31%;1;RAZAFINJOELINA Tahina;FTT
2 0.65%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.33%;3;RAJOELINA Andry Nirina;TGV
259 84.36%;4;RATSIRAKA Iarovana Roland;MTS
1 0.33%;5;RAVALOMANANA Marc;TIM
20 6.51%;6;PARAINA Auguste Richard;TT
1 0.33%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 0.65%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
2 0.65%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
5 1.63%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 0.33%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
13 4.23%;
