numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;4;2.31%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.58%
3; RAJOELINA Andry Nirina;TGV;112;64.74%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;33;19.08%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;1.73%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.16%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;3;1.73%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.58%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;1.16%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;12;6.94%
