numero;nom;partie;nombre;pourcentage
Blancs: 7 soit: 1.99% Nuls:7 soit: 1.99%;1;RAZAFINJOELINA Tahina;FTT
2 0.59%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
3 0.89%;3;RAJOELINA Andry Nirina;TGV
299 88.46%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
12 3.55%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
6 1.78%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.30%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
4 1.18%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 0.30%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
10 2.96%;
