numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;0.41%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.23%
3;RAJOELINA Andry Nirina;TGV;145;59.67%
4;RATSIRAKA Iarovana Roland;MTS;2;0.82%
5;RAVALOMANANA Marc;TIM;64;26.34%
6;PARAINA Auguste Richard;TT;4;1.65%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.82%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;9;3.70%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.41%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.41%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;11;4.53%
