numero;nom;partie;nombre;pourcentage
Blancs: 9 soit: 4.50% Nuls:4 soit: 2%;1;RAZAFINJOELINA Tahina;FTT
4 2.14%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
5 2.67%;3;RAJOELINA Andry Nirina;TGV
113 60.43%;4;RATSIRAKA Iarovana Roland;MTS
3 1.60%;5;RAVALOMANANA Marc;TIM
31 16.58%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
3 1.60%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
8 4.28%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 0.53%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
2 1.07%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
17 9.09%;
