numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;5;2%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;7;2.80%
3;RAJOELINA Andry Nirina;TGV;118;47.20%
4;RATSIRAKA Iarovana Roland;MTS;6;2.40%
5;RAVALOMANANA Marc;TIM;60;24%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.40%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.80%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;4;1.60%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;8;3.20%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.40%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;3;1.20%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;35;14%
