numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;0;0%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;2;3.17%
3;RAJOELINA Andry Nirina;TGV;5;7.94%
4;RATSIRAKA Iarovana Roland;MTS;3;4.76%
5;RAVALOMANANA Marc;TIM;40;63.49%
6;PARAINA Auguste Richard;TT;2;3.17%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;1.59%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;6.35%
11;RADERANIRINA Sendrison Daniela;Fy-M;3;4.76%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;3;4.76%
