numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.81%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;2.42%
3; RAJOELINA Andry Nirina;TGV;67;54.03%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;17;13.71%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.61%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.81%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;7;5.65%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.81%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;25;20.16%
