numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;1.35%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;6;4.05%
3; RAJOELINA Andry Nirina;TGV;83;56.08%
4; RATSIRAKA Iarovana Roland;MTS;1;0.68%
5; RAVALOMANANA Marc;TIM;33;22.30%
6; PARAINA Auguste Richard;TT;2;1.35%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;4;2.70%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.68%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;6;4.05%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;1.35%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.68%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;7;4.73%
