numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;0;0%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;4;5.48%
3; RAJOELINA Andry Nirina;TGV;33;45.21%
4; RATSIRAKA Iarovana Roland;MTS;1;1.37%
5; RAVALOMANANA Marc;TIM;11;15.07%
6; PARAINA Auguste Richard;TT;1;1.37%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;2.74%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;2.74%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;6;8.22%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;13;17.81%
