numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;1.92%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;2.88%
3; RAJOELINA Andry Nirina;TGV;43;41.35%
4; RATSIRAKA Iarovana Roland;MTS;1;0.96%
5; RAVALOMANANA Marc;TIM;38;36.54%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.96%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.92%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.96%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;6;5.77%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.96%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;6;5.77%
