numero;nom;partie;nombre;pourcentage
Blancs: 10 soit: 4.76% Nuls:2 soit: 0.95%;1;RAZAFINJOELINA Tahina;FTT
3 1.52%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
2 1.01%;3;RAJOELINA Andry Nirina;TGV
121 61.11%;4;RATSIRAKA Iarovana Roland;MTS
1 0.51%;5;RAVALOMANANA Marc;TIM
23 11.62%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 1.01%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.51%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
4 2.02%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
0 0%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 0.51%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
1 0.51%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
39 19.70%;
