numero;nom;partie;nombre;pourcentage
Blancs: 9 soit: 2.85% Nuls:8 soit: 2.53%;1; RAZAFINJOELINA Tahina;FTT
1 0.33%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3; RAJOELINA Andry Nirina;TGV
204 68.23%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
43 14.38%;6; PARAINA Auguste Richard;TT
2 0.67%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 0.67%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.33%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
4 1.34%;11; RADERANIRINA Sendrison Daniela;Fy-M
6 2.01%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
36 12.04%;
