numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;3;2.29%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.76%
3;RAJOELINA Andry Nirina;TGV;90;68.70%
4;RATSIRAKA Iarovana Roland;MTS;1;0.76%
5;RAVALOMANANA Marc;TIM;15;11.45%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;2.29%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.76%
11;RADERANIRINA Sendrison Daniela;Fy-M;4;3.05%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;13;9.92%
