numero;nom;partie;nombre;pourcentage
Blancs: 3 soit: 1.90% Nuls:2 soit: 1.27%;1; RAZAFINJOELINA Tahina;FTT
1 0.65%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.65%;3; RAJOELINA Andry Nirina;TGV
123 80.39%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
9 5.88%;6; PARAINA Auguste Richard;TT
1 0.65%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 1.31%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.65%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
0 0%;11; RADERANIRINA Sendrison Daniela;Fy-M
3 1.96%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
12 7.84%;
