numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.33%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;0.66%
3; RAJOELINA Andry Nirina;TGV;249;81.91%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;22;7.24%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;0.99%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.33%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.33%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;0.99%
11; RADERANIRINA Sendrison Daniela;Fy-M;4;1.32%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;18;5.92%
