numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;0;0%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.47%
3;RAJOELINA Andry Nirina;TGV;158;74.18%
4;RATSIRAKA Iarovana Roland;MTS;1;0.47%
5;RAVALOMANANA Marc;TIM;25;11.74%
6;PARAINA Auguste Richard;TT;1;0.47%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.47%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.47%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.47%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;0.94%
11;RADERANIRINA Sendrison Daniela;Fy-M;4;1.88%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;18;8.45%
