numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;5;4.50%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3; RAJOELINA Andry Nirina;TGV;63;56.76%
4; RATSIRAKA Iarovana Roland;MTS;1;0.90%
5; RAVALOMANANA Marc;TIM;14;12.61%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.90%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.90%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;3.60%
11; RADERANIRINA Sendrison Daniela;Fy-M;3;2.70%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;19;17.12%
