numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;7;4.73%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;4;2.70%
3; RAJOELINA Andry Nirina;TGV;49;33.11%
4; RATSIRAKA Iarovana Roland;MTS;6;4.05%
5; RAVALOMANANA Marc;TIM;62;41.89%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.68%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.68%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;8;5.41%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;1.35%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.68%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;7;4.73%
