numero;nom;partie;nombre;pourcentage
Blancs: 16 soit: 7.51% Nuls:10 soit: 4.69%;1;RAZAFINJOELINA Tahina;FTT
4 2.14%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
140 74.87%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
19 10.16%;6;PARAINA Auguste Richard;TT
1 0.53%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 0.53%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.53%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
0 0%;11;RADERANIRINA Sendrison Daniela;Fy-M
5 2.67%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
16 8.56%;
