numero;nom;partie;nombre;pourcentage
Blancs: 5 soit: 2.69% Nuls:1 soit: 0.54%;1; RAZAFINJOELINA Tahina;FTT
4 2.22%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.56%;3; RAJOELINA Andry Nirina;TGV
101 56.11%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
33 18.33%;6; PARAINA Auguste Richard;TT
1 0.56%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
3 1.67%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.56%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
2 1.11%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 1.67%;11; RADERANIRINA Sendrison Daniela;Fy-M
2 1.11%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
29 16.11%;
