numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;6;4.20%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;4;2.80%
3; RAJOELINA Andry Nirina;TGV;72;50.35%
4; RATSIRAKA Iarovana Roland;MTS;3;2.10%
5; RAVALOMANANA Marc;TIM;18;12.59%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.40%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.40%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.70%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;2.10%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.70%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;31;21.68%
