numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;3;1.02%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;0.68%
3; RAJOELINA Andry Nirina;TGV;254;86.10%
4; RATSIRAKA Iarovana Roland;MTS;4;1.36%
5; RAVALOMANANA Marc;TIM;13;4.41%
6; PARAINA Auguste Richard;TT;1;0.34%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.34%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;1.02%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.68%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;8;2.71%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.34%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;3;1.02%
