numero;nom;partie;nombre;pourcentage
Blancs: 2 soit: 0.78% Nuls:3 soit: 1.17%;1;RAZAFINJOELINA Tahina;FTT
1 0.40%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
187 74.50%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
28 11.16%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 0.80%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
2 0.80%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
2 0.80%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 0.80%;11;RADERANIRINA Sendrison Daniela;Fy-M
2 0.80%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
25 9.96%;
