numero;nom;partie;nombre;pourcentage
Blancs: 8 soit: 3.38% Nuls:8 soit: 3.38%;1; RAZAFINJOELINA Tahina;FTT
3 1.36%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
4 1.81%;3; RAJOELINA Andry Nirina;TGV
166 75.11%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
20 9.05%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 0.90%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 1.36%;11; RADERANIRINA Sendrison Daniela;Fy-M
4 1.81%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
19 8.60%;
