numero;nom;partie;nombre;pourcentage
Blancs: 6 soit: 4.17% Nuls:6 soit: 4.17%;1; RAZAFINJOELINA Tahina;FTT
2 1.52%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.76%;3; RAJOELINA Andry Nirina;TGV
92 69.70%;4; RATSIRAKA Iarovana Roland;MTS
1 0.76%;5; RAVALOMANANA Marc;TIM
25 18.94%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.76%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.76%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
1 0.76%;11; RADERANIRINA Sendrison Daniela;Fy-M
0 0%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
8 6.06%;
