numero;nom;partie;nombre;pourcentage
Blancs: 2 soit: 1.46% Nuls:1 soit: 0.73%;1;RAZAFINJOELINA Tahina;FTT
3 2.24%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.75%;3;RAJOELINA Andry Nirina;TGV
95 70.90%;4;RATSIRAKA Iarovana Roland;MTS
2 1.49%;5;RAVALOMANANA Marc;TIM
17 12.69%;6;PARAINA Auguste Richard;TT
1 0.75%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
1 0.75%;11;RADERANIRINA Sendrison Daniela;Fy-M
2 1.49%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
12 8.96%;
