numero;nom;partie;nombre;pourcentage
Blancs: 8 soit: 4.28% Nuls:3 soit: 1.60%;1;RAZAFINJOELINA Tahina;FTT
2 1.14%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
132 75%;4;RATSIRAKA Iarovana Roland;MTS
1 0.57%;5;RAVALOMANANA Marc;TIM
18 10.23%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
2 1.14%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
4 2.27%;11;RADERANIRINA Sendrison Daniela;Fy-M
2 1.14%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
15 8.52%;
