numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;4;1.50%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3; RAJOELINA Andry Nirina;TGV;215;80.83%
4; RATSIRAKA Iarovana Roland;MTS;1;0.38%
5; RAVALOMANANA Marc;TIM;17;6.39%
6; PARAINA Auguste Richard;TT;2;0.75%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;1.13%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;1.13%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.75%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;0;0%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;0.75%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;17;6.39%
