numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;1.37%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;1.37%
3;RAJOELINA Andry Nirina;TGV;41;56.16%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;22;30.14%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;1.37%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;1.37%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;2.74%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;1.37%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;3;4.11%
